"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01"
"33","beispiel","staat","embryonalen","wissen","integration","beispiel","laender","angst","laesst","entsteht","bedeutung","arbeit","deutschen","problem","darf","zeit","oeffentlichkeit","europaeischen","finden","richtig","fehlt","erfolgreich","wirtschaftlicher","rolle","frage","oekonomischen","olbertz","umgang","laendern","vielmehr","jahrhundert","institutionen","leben","verantwortung","entscheidungen","globalisierung","leben","reformen","moderne","soziale","sozialen","politische","frage","staat","themen","zeit","idee","oekonomischen","oeconomicus","all","tun","idee","wissenschaftler","buch","verstehen","hartz","ungleichheit","sinn","wahrheit","herr","these","kultur","sprache","grundeinkommen","herr","sicherheit","fragen","sozial","politische","mauern","buerger","gibt","braucht","europaeische","parteien","generation","herr","erleben","wissenschaft","europa"
"34","vertrauen","wissenschaftler","mag","einzelnen","laender","brauchen","macht","kirchen","all","freiheit","wahrheit","wissen","grenzen","situation","zeit","arbeitsplaetze","leben","debatte","wirtschaft","glaube","angst","problem","zweitens","debatte","bestimmen","verstaendnis","herr","beispiel","empfinden","mensch","einkommen","bewusst","ordnung","wissenschaft","deutschland","vertrauen","hartmann","buerger","verantwortung","konzepte","uebergang","erfahrung","leben","erfahrung","arbeit","arbeit","themen","verwaltung","chance","beispiel","nimmt","fuehrt","glaube","politischen","entscheidungen","integration","liberalismus","kapitalismus","geschichte","grosser","demokratie","geschichte","grenzen","glaube","darf","grundeinkommen","macht","verantwortung","integration","wohlstand","monster","rechts","kapitalismus","politische","gesellschaftliche","europa","fragen","verschwoerungstheorien","beispiel","wissenschaftlich"
"35","zeit","politischen","wirtschaft","land","wissenschaftler","suchen","neue","deutsche","interessen","diskussion","deutschen","sozialen","wirtschaft","rolle","aengste","probleme","verantwortung","wirtschaft","leute","geschichte","soziale","zukunft","glaube","personen","ordnung","reformen","europa","fragen","jahrzehnten","freilich","wissen","sicherheit","sozialen","buerger","miteinander","verschiedenen","sozialen","politischen","funktioniert","liebe","aengste","bildung","entwickeln","form","denken","soziale","krise","idee","ungleichheit","glauben","autor","gemeinsam","richtig","zukunft","keynes","rabe","aggression","glaube","buch","herausforderung","bildung","ordnung","institutionen","arbeit","macht","idee","globalisierung","kulturellen","wettbewerb","buerger","debatte","sicherheit","handeln","vorderer","globalisierung","politische","diejenigen","wissenschaft","grenzen","demokratie"
"36","soziale","europaeischen","gerade","bedeutet","wissenschaft","liberalismus","politiker","leben","sozialen","besteht","acatech","glaube","brauchen","entwickeln","handeln","system","wissenschaft","freiheit","globalisierung","fuehrt","schaffen","rolle","buerger","baukultur","wohlstand","sinne","freiheit","weise","arbeit","denken","fragen","willen","rolle","rolle","macht","sterben","natur","lassen","gastautorhandelsblattcom","handeln","vertrauen","geschichte","oekonomische","zeit","artikel","gefahren","generation","suhrkamp","buches","schafft","handelt","autor","leute","ueberhaupt","sloterdijk","leute","respekt","wissenschaftler","oekonomischen","oekonomie","leben","gefuehl","mittelschicht","fortschritt","entscheidungen","erleben","themen","integration","rechte","antwort","glaube","mensch","revolution","bildung","feld","mittelschicht","kultur","krisen","gefuehl","brauchen"
"37","fehlt","aufgabe","recht","zeit","staat","fehlt","recht","oekonomischen","wissen","alten","verantwortung","leisten","geht","mag","demokratie","zeigt","arbeitslosigkeit","politiker","erklaeren","laesst","bedeutet","wirtschaftliche","methode","modell","handeln","laender","agieren","internationalen","denken","frauen","vielmehr","moeglichst","moderne","uexkuell","sozialstaat","sozialen","denken","jahrzehnte","modell","generationen","moderne","verhalten","demokratie","oekonomischen","vergangenheit","besten","beispiel","ungleichheit","begriff","arbeit","gefuehl","staatliche","ehe","geschichte","deutschland","veraenderungen","sicherheit","bevoelkerung","falsch","geht","zeit","aufgabe","recht","staat","mittelschicht","staat","herausforderungen","schaffen","debatte","herr","welt","brauchen","westen","glaube","gerade","gepraegt","heute","system","alltag","krisen"
"38","sozialen","nationalen","herr","verantwortung","bevoelkerung","weit","fuehrt","chance","besteht","laesst","gerade","aufgabe","bedeutung","bedeutung","herr","problemen","aufgabe","recht","kompetenz","wissen","integration","letztlich","religion","kulturelle","verantwortung","sicherheit","subventionen","wandel","eigene","bildung","sicherheit","glauben","tun","sinn","oekonomischen","oekonomie","europa","wohlstand","modelle","artikel","loesungen","sozialen","deutschland","sozialen","wohlstand","vietta","politische","fortschritt","marktwirtschaft","macht","beispiel","jahrhunderts","wohlstand","all","verhalten","ordnung","stellt","politischen","bundesrepublik","soziale","sprache","bildung","wissen","richtige","ordnung","laender","gesehen","beispiel","generation","monroe","raum","links","digitalisierung","leute","bildung","muendigen","institutionen","tun","gerade","solidaritaet"
"39","sinne","besteht","deutschen","staaten","europas","zeiten","soziale","glauben","darf","wirtschaft","sicherheit","politischen","zeit","deutschen","reformen","laesst","demokratie","genau","politischen","politische","denken","toffler","richtig","wirtschaftliche","fragen","glauben","rolle","verbunden","brauchen","problem","weise","regulierung","buerger","these","wirtschaftlichen","gesellschaftliche","diskussion","darf","oekonomen","erfahrungen","erfolg","brauchen","beispiel","gerade","geht","glauben","falsche","brauchen","geworden","erhard","staates","handeln","entscheidungen","leben","veraenderungen","erfahrung","ideen","helfen","fluechtlingen","oekonomische","professor","verantwortung","politischen","macht","eliten","sozialen","laender","erreichen","rolle","sammlungsbewegung","dinge","herr","bevoelkerung","nationalismus","fragen","verstehen","deutschland","zukunft","sehen","moral"
"40","wissenschaft","chance","politische","chance","situation","verantwortung","weise","zeit","politische","politischen","neue","europaeischen","form","tun","rolle","entstehen","bedeutung","zeit","politische","fehlt","grenzen","chance","problem","bevoelkerung","leisten","moderne","buerger","forschung","herausforderungen","geschichte","mensch","umgang","vertrauen","ddr","sozialen","zweigradziel","heute","jahrhunderts","forscher","leben","veraenderungen","betrachten","begriff","integration","thatcher","gerade","gefuehl","globalisierung","wohlstand","sicherheit","wohlstand","geschichte","misstrauen","wissenschaftler","gesagt","herr","falsche","system","fehlt","wissenschaftler","darf","soziale","tun","dinge","deutschland","populismus","migration","fragen","idee","staat","kinder","reden","staat","macht","antwort","meinung","gesellschaften","europa","glaube","generation"
"41","darf","gerade","sozialen","vertrauen","nationalen","schaffen","fehlt","fragen","verantwortung","gegenteil","demokratie","wirtschaft","demokratie","angst","interessen","verstehen","laendern","rolle","braucht","probleme","jahrhunderts","sozialen","handeln","sozialer","fuehren","grenzen","form","angst","bevoelkerung","eigene","recht","antworten","krisen","gehoert","fuehren","ergebnisse","debatte","autor","braucht","jahrhundert","gefuehl","begriff","herausforderungen","einzelnen","laesst","unterschiede","ideen","zeitalter","fragen","juden","buch","stimmt","veraendern","globalisierung","leute","funktioniert","wohlstand","studien","ordnung","bildung","globalisierung","globalisierung","migranten","zeit","bildung","lernen","gesellschaftliche","gefuehl","gemeinsam","geschichte","system","gesellschaftlichen","land","staaten","osten","werte","weit","buch","medien","macht"
"42","autor","probleme","eslinien","fehler","verantwortung","deutschen","braucht","veraenderungen","gerade","kultur","politiker","politische","entwickeln","bevoelkerung","debatte","laendern","schaffen","bundesrepublik","modell","bedeutet","deutsche","deutschen","bestimmten","marktwirtschaft","soziale","schaffen","leben","herausforderung","sinne","leben","angst","aufgaben","repraesentativen","grenzen","animal","frage","politische","gefuehl","perspektive","wohlstand","soziale","diskussion","perspektive","system","politiker","geht","wissenschaft","geworden","einzelnen","deutschland","staerkung","eigene","ansatz","gesundheit","these","buerger","unterschied","soziale","vielfalt","entscheidungen","antwort","entsteht","buch","grenzen","migration","migration","glauben","tun","jahrhundert","fragen","land","mut","wohlstand","parteien","fortschritt","bildung","zeit","richtig","gruppen","staat"
"43","europas","laesst","kultur","gegenteil","zeit","recht","sicherheit","entscheidungen","endlich","fuehren","schaffen","sicherheit","probleme","deutsche","regeln","werte","frankreich","laendern","bevoelkerung","sozialen","beispiel","forschung","gegenueber","laendern","eindruck","neuen","gibt","problem","epen","jahrhundert","laesst","fuehren","wohlstand","brauchen","kirchen","fuehrt","forschung","verantwortung","makrooekonomie","beispiel","wissenschaft","moral","aufgabe","komplexitaet","strukturen","statt","gerade","smith","wissenschaftler","kanzlerin","halte","bedeutet","wuenschen","gleichen","bildung","bevoelkerung","funktioniert","globalisierung","leben","recht","wissen","denken","macht","ordnung","wirklichkeit","frankreich","marktwirtschaft","frage","braucht","bitte","erfahrungen","begriff","brauchen","gemeinsame","beispiel","wohlstand","richtig","gesellschaftlichen","system","herausforderungen"
"44","interessen","ziel","laesst","geht","autor","aengste","handeln","politische","fehlt","soziale","geht","lande","interessen","besteht","rauschenbach","gegenteil","rolle","darf","richtig","bundesrepublik","wissen","entstehen","veraenderungen","voraussetzungen","beispiel","bedeutet","denken","wirtschaftliche","frage","wandel","entscheidungen","funktionieren","oekonomische","blom","begriff","wissen","verantwortung","politische","gibt","schmidt","neu","rechtsextremismus","ausdruck","macht","gefuehl","autoren","glauben","autoren","oekonomischen","generation","ebene","wirtschaftspolitik","fehler","entwickeln","weise","wohlstand","teil","grenzen","wissenschaft","stiglitz","ueberhaupt","sinn","frage","werte","geschichte","wohlstand","begriff","ueberhaupt","wohlstand","autor","zuwanderer","frage","bedeutet","migration","staat","gesellschaftlichen","kanada","institutionen","populisten","glaube"
"45","wettbewerb","institutionen","forscher","realitaet","werte","politiker","gerade","zeiten","oekonomischen","autor","schafft","vertrauen","themen","system","ziele","bedeutung","gerade","marktwirtschaft","problem","land","land","basis","frueher","handeln","veraenderung","soziale","fuehrt","staaten","wirtschaft","einkommen","zukunft","verhalten","moeglichst","frage","wissen","autor","oeffentlichkeit","besteht","psyche","zeiten","holmhadulla","oekonomen","strukturen","bewegung","fragen","gemeinsame","verantwortung","gerade","soziale","gigerenzer","geht","tun","handeln","denken","forscher","tun","politischen","verantwortung","wohlstand","krieg","universitaet","wandel","steingart","entscheidungen","debatte","bevoelkerung","verstehen","arbeit","sprache","schaffen","parteien","rechte","medien","gemeinschaft","erleben","finden","migration","wissen","zeit","entscheidungen"
"46","denken","thema","bedeutung","darf","interessen","mag","fuehlen","politiker","ordnung","deutschen","glaube","bevoelkerung","risiken","wissenschaftler","entwicklung","laender","entwicklung","entscheidungen","bedeutung","wissenschaft","zukunft","strukturen","autor","kulturellen","einzelnen","leisten","regierungen","seiten","interessen","zeigen","ddr","problem","ueberhaupt","jahrhundert","mensch","buerger","eliten","fortschritt","antworten","rolle","art","autor","patienten","suchen","staat","verstehen","herr","tun","helfen","gedanken","sinne","verantwortung","gedanken","loesungen","buerger","ueberhaupt","gesellschaften","recht","finden","art","fehler","buch","brauchen","gegenteil","moechte","oekonomischen","versprechen","zukunft","macht","angst","politiker","oekonomische","politisch","generation","sinn","gefuehl","menschheit","braucht","drosten","gesellschaftlichen"
"47","freiheit","buerger","menschlichen","europaeischen","geworden","tat","leisten","freiheit","gegenteil","sozialen","rolle","chance","leben","zeit","vertrauen","laengst","engler","wissen","entscheidungen","soziale","aendern","integration","wirtschaftlichen","analyse","gruppen","verstehen","bildung","jahrzehnten","glaubwuerdigkeit","deutschland","einfluss","herr","vielmehr","gibt","rolle","bekannte","these","europa","welt","wissenschaft","bildung","jahrhunderts","verantwortung","buch","bereichen","glaube","jahrzehnte","beispiel","freiheit","buch","ermoeglichen","politiker","wandel","demokratischen","braucht","chance","schaeden","debatten","frage","zuwanderung","frage","moderne","ordnung","fehler","masse","mensch","schaffen","lernen","aufstieg","beispiel","veraenderungen","westen","fuehren","denken","geht","frei","autor","wohlstand","brauchen","wissenschaftliche"
"48","politiker","verstehen","all","sozialen","system","aufgabe","tat","engler","herr","wohlstand","professor","interessen","aufgabe","politischen","laengst","wirtschaft","land","einzelnen","sicherheit","frankreich","bedeutung","wirtschaft","loesung","fehlt","begriff","fehlt","folgen","mensch","politische","zeit","politischen","chance","unabhaengig","deutschland","buch","kapitalismus","international","vergangenheit","oekonomische","oeffentlichen","entwickeln","these","diskussion","problem","heutigen","erfahrung","zusammenarbeit","handeln","scheint","regierungen","marx","demokratie","gerade","kap","vertrauen","gesagt","tun","fortschritt","sozialen","verstehen","glaube","begriff","aufgabe","rolle","integration","regeln","ueberhaupt","besteht","neue","gerade","einkommensunterschiede","solidaritaet","fragen","angst","mensch","reden","stimmt","politiker","recht","wissen"
"49","braucht","sicherheit","angst","finden","erfahrungen","spielen","aufgabe","gegenteil","mag","realitaet","leben","universitaeten","entwicklung","freiheit","entscheidungen","erkennen","fehlt","probleme","arbeit","recht","lernen","debatte","realitaet","fuehren","chance","neue","staat","mag","ueberhaupt","antworten","mag","huether","forscher","wandel","akerlof","wissenschaftliche","jahrhunderts","entscheidungen","gesellschaftliche","gesellschaften","richtigen","angst","globalisierung","falsch","handeln","debatte","debatte","begriff","politiker","gerechtigkeit","zivilgesellschaft","ideen","begriff","vielfalt","einzelnen","themen","shiller","globale","furcht","notwendig","vertrauen","professor","arbeit","eliten","duerfen","regierungen","rolle","vielfalt","regeln","verstehen","eliten","einkommen","politische","beispiel","wohlstand","beispiel","grenzen","gefahr","diejenigen","islamismus"
"50","tat","finden","politiker","oekonomische","wirtschaftlichen","haeufig","chance","reformen","neue","eigene","experten","setzen","setzen","bieten","setzen","macht","gegenteil","hambrecht","jahre","einzelnen","recht","gesellschaftlichen","laender","art","laender","arbeiten","zukunft","politiker","wirklichkeit","rolle","handeln","bessere","werte","forscher","haeufig","alarmisten","wissenschaft","recht","auseinander","migranten","besten","oekonomie","ressourcen","recht","duerfen","herr","lehre","analyse","system","besten","regierungen","brauchen","zeit","verhalten","glauben","darf","pegida","aufgabe","halte","fehlt","mittelschicht","debatten","sozial","verantwortung","verantwortung","freiheit","denken","gruppen","grenzen","frueher","jahrhundert","aufstieg","glaube","gerade","jahrhundert","verantwortung","finden","kultur","staat","gewalt"
