"","2001-01-01","2001-04-01","2001-07-01","2001-10-01","2002-01-01","2002-04-01","2002-07-01","2002-10-01","2003-01-01","2003-04-01","2003-07-01","2003-10-01","2004-01-01","2004-04-01","2004-07-01","2004-10-01","2005-01-01","2005-04-01","2005-07-01","2005-10-01","2006-01-01","2006-04-01","2006-07-01","2006-10-01","2007-01-01","2007-04-01","2007-07-01","2007-10-01","2008-01-01","2008-04-01","2008-07-01","2008-10-01","2009-01-01","2009-04-01","2009-07-01","2009-10-01","2010-01-01","2010-04-01","2010-07-01","2010-10-01","2011-01-01","2011-04-01","2011-07-01","2011-10-01","2012-01-01","2012-04-01","2012-07-01","2012-10-01","2013-01-01","2013-04-01","2013-07-01","2013-10-01","2014-01-01","2014-04-01","2014-07-01","2014-10-01","2015-01-01","2015-04-01","2015-07-01","2015-10-01","2016-01-01","2016-04-01","2016-07-01","2016-10-01","2017-01-01","2017-04-01","2017-07-01","2017-10-01","2018-01-01","2018-04-01","2018-07-01","2018-10-01","2019-01-01","2019-04-01","2019-07-01","2019-10-01","2020-01-01","2020-04-01","2020-07-01","2020-10-01","2021-01-01","2021-04-01"
"31","lebensmittel","gruene","weltweit","bp","opec","deutschland","kunden","automobilindustrie","produktion","nachfrage","minkner","millionen","opel","iea","eon","gentechnisch","oel","barrel","sturm","markt","windkraft","rohoel","energie","mainova","eukommission","millionen","pro","kilometer","liter","investitionen","benzin","aluminium","preis","cadmium","kraftwerke","abkuehlung","foerderung","energiebranche","foerderung","gillette","katastrophe","atomkraft","stromversorgung","durban","cent","stromversorgung","cent","energieversorgung","eeg","netzbetreiber","netz","oel","grillo","solarstrom","terium","kohle","produktion","arktischen","landwirte","bolivar","barrel","energiekonzern","kohle","umweltschuetzer","barrow","bau","diesel","daenemark","energiewende","go","ziele","balderschwang","mission","verbraucher","kohle","australien","gruene","klimaziele","tesla","metall","erden","infrastruktur"
"32","gentechnisch","hahn","pflanzen","kuenast","haendler","kunden","wasser","rabatte","silvacalderón","gas","bmw","handel","shell","matthies","russland","neuzulassungen","china","atomkraftwerke","erdgas","produktion","anlagen","jahr","kraftwerke","rhiel","liter","hersteller","oelpreis","fass","markt","kernkraft","kraftwerk","gas","gabriel","bau","biblis","werft","heimann","klimaschutz","energiekonzept","gramm","energie","e","japans","dollar","fleisch","sonne","umwelt","fukushima","pro","tonne","windpark","kosten","eegreform","verbraucher","rohoel","oelpreis","gefoerdert","wasser","monsanto","atomkraft","foerderung","landwirte","verizon","klimawandel","ausbau","millionen","ostsee","energiewende","mobilitaet","rohstoffe","fluss","klimawandel","rwe","umwelt","braende","recycling","klima","tonne","wasser","gruene","kohle","benzin"
"33","produzenten","wasserdampf","ruhrgas","eon","bse","tui","erwaermung","trittin","verbraucher","hapaglloyd","branche","nestlé","reserven","norsk","millionen","tonnen","autos","mill","schoening","beers","foerderung","energiepolitik","bauern","menzel","bp","nachfrage","nutzung","bau","energie","weltweit","megawatt","netz","billiger","umwelt","energieversorger","co","smiths","kubikmeter","sonne","bauern","autos","tsunami","ausbau","opec","technologien","energieversorgung","energiepolitik","mckinsey","fracking","tennet","kohle","energieversorgung","betreiber","terium","betreiber","pro","rifkin","pro","kilometer","preis","albers","erneuerbare","eegumlage","branche","holz","kosten","wasser","grad","albuquerque","landwirtschaft","duerren","energie","minuten","moisejew","insm","grad","klimaziele","klima","buchingerkaehler","nutzung","monitoring","diesel"
"34","nachfrage","renate","branche","laepple","fass","goldindustrie","strom","strom","veranstalter","tonnen","pro","rund","bauern","markt","energiehunger","deutschland","erde","landwirtschaft","bmw","branche","vattenfall","rund","mobil","schellnhuber","energieversorgung","kohle","preis","rohstoffe","preisen","kosten","produktion","projekte","produktion","uran","kernkraftwerke","wacker","wasserpreise","ostseepipeline","megawatt","kilometer","bioethanol","ausstieg","reis","kohlendioxid","fukushima","intelligente","forscher","ariane","bundesregierung","anlagen","politik","tonnen","land","gronau","kraftwerke","erdgas","fossiler","energiebranche","atomkraft","produzieren","erdgas","anlagen","botzenhardt","uniper","verbraucher","wasser","pflanzen","emissionen","mechelen","erneuerbare","elbe","altmaier","ag","liter","teurer","cent","lea","jahr","projekt","t","bericht","grenzausgleich"
"35","tonnen","saison","schaeden","strom","energiekontor","fahrzeuge","nachfrage","pfand","marke","landwirtschaft","angaben","trittin","rag","oelminister","indien","rwe","marke","gm","markt","entwicklung","energieversorgung","deutschland","co","klimaschutz","energiepolitik","projekte","co","klaus","jahr","barrel","jahren","technologie","australien","energien","landwirtschaft","weltweit","wasserversorger","branche","wind","dollar","bp","bauern","energieversorgung","grad","verbraucher","regen","anlagen","deutschland","betreiber","wasser","netzbetreiber","akzeptanz","ziel","teyssen","herstellen","erdoel","iea","pfaelzer","konventionellen","produziert","ausbau","position","subventionen","schiffe","neue","venezuela","bau","kley","rwth","loesegeld","meter","tonne","aldi","projekt","fridays","wald","kohle","venezuela","gruene","emissionen","deutschland","umwelt"
"36","seuche","agrarwende","deutschen","oel","itb","strom","markt","oel","fass","rag","preis","energie","energie","mill","wien","haendler","bergleute","erneuerbare","wirbelsturm","kunden","betrieb","energieversorgung","atomkraft","preis","erdoel","produktion","klima","foerderung","weltweiten","reis","kropfmuehl","kohlekraftwerke","liter","landwirtschaft","versorger","china","schiffe","barrel","milliarden","liter","raffinerien","lautsch","tsunami","gebaut","oel","bundesregierung","projekte","strompreise","kosten","pflanzen","meer","umsiedlung","kosten","leistung","mengen","iea","windkraftanlagen","hannington","windpark","braunkohle","pipeline","bau","nordstream","energiekonzern","strom","patentanwalt","lagos","martina","somers","mega","steuerung","wald","dollar","venezuela","erderwaermung","kunststoffe","klimawandel","tiere","landwirte","naturschutz","industrie","atomkraft"
"37","markt","erdgas","autos","gold","deutschen","gas","opec","gm","venezuela","aldi","europaeischen","foerderung","auto","rohoel","frenk","autos","biosiegel","frenk","saudiarabien","millionen","kubikmeter","kilometer","bio","rohstoffen","nutzung","kanada","atomkraft","kraftwerke","atomkraftwerke","kraftwerk","oelpreis","kohlendioxid","winter","billiger","netz","regionen","co","pro","bhp","oekologischen","erneuerbaren","grossmann","industrie","mueller","pro","studie","erderwaermung","kraftwerken","energiekosten","kueste","energiepolitik","gas","bio","erneuerbare","minister","windkraftanlagen","gigawatt","isa","uniper","erneuerbare","energy","gas","kosten","hafen","kubikmeter","zypries","verbrennungsmotor","harare","uebertragungsnetzbetreiber","profitrate","all","boot","kilometer","oel","erwaermung","stauch","hersteller","porsche","fossilen","baumarten","anlagen","kohlendioxid"
"38","rund","rinder","einzelhandel","erdoel","gebucht","veranstalter","rivoal","kunden","automobilindustrie","karwendel","euro","rwe","bfs","neuzulassungen","autos","europa","erdoel","kernenergie","benzin","barrel","weltweit","gefluegel","pflanze","rohstoffe","pro","erdbeben","skeptiker","kupfer","fisch","milch","vattenfall","weltweit","australischen","industrie","schiffe","teile","gas","tinto","billiton","jaehrlich","adac","fledermaeuse","pro","kilometer","erneuerbareenergiengesetz","notwendigen","murphy","meer","anlage","deutschland","energiekonzerne","bau","wasserkraft","photovoltaik","barrel","desertec","irsching","lebensraum","energiekonzerne","kohlekraftwerke","abbau","stromerzeugung","kraftwerke","industrie","milch","ruanda","reedereien","fehmarnbelt","stromnetz","ueberfaellen","autofahrer","erderwaermung","millionen","tanker","saudiarabien","  ","jahr","kilometer","rahmstorf","cornish","solarenergie","ziele"
"39","gas","mill","oel","usa","t","baringdorf","tui","venezuela","strom","industrie","rund","jahren","gentechnik","yusgiantoro","suedafrika","kakaobohnen","gletscher","kraftwerke","welt","bse","tiere","versorgungssicherheit","edenhofer","kohlendioxid","branche","piebalgs","laufzeiten","liter","stadtwerke","produktion","bauern","investitionen","gold","anlagen","weinberg","industrie","kosten","produktion","weizen","first","kernkraft","leistung","gaskraftwerke","produktion","erneuerbarer","wasser","rwi","windkraft","projekte","fracking","probleme","biokraftstoffe","liebing","strompreis","muesse","qingdao","sonnenfinsternis","arten","standorten","kraftwerken","klimaschutz","elektroautos","erfolgreichen","fischer","rumaenischen","benzin","pariser","fehmarnbeltquerung","kopenhagen","weltraumgesetz","bode","huetten","kloeckner","megawatt","wald","sonne","branche","kilowattstunde","ausbau","klima","kohleausstieg","energie"
"40","produkte","strom","barrel","bauern","agrarpolitik","bd","liter","cayenne","platin","gm","renault","geiz","kraftwerke","beirut","saudiarabien","marke","klimawandel","machemehl","steigen","klimaschutz","bauen","vogelgrippe","netz","tonnen","konzerne","stromerzeugung","treibhausgase","kosten","verbrauchern","anlagen","angaben","bauen","oettinger","basf","grusow","produktion","bundesumweltminister","dollar","betreiber","seen","kernkraftwerke","fass","katastrophe","abhaengigkeit","solarhybrid","kilometer","indien","windraeder","wind","strompreise","gas","agravis","plaenen","bdew","tag","sipg","saudiarabien","fracking","ausbau","treibhausgasemissionen","kongo","guenther","oel","s","solaranlagen","energiewelt","klimaschutz","retrotopia","wurmberg","erneuerbaren","bauern","sandrak","schlachtung","fridays","ausbau","klimawandels","kilometer","wasserstoff","  ","energien","texas","jahren"
"41","oekologischen","bsekrise","sinken","braunkohle","oelpreis","biogas","landwirte","erdgas","seat","cent","china","opel","vw","jahr","venezuela","automobilindustrie","milch","verbraucher","heizoel","solarenergie","blessing","mpi","energien","energiewirtschaft","atomausstieg","adua","gold","konzerne","rohstoffe","biosprit","ostsee","kosten","kohlendioxid","material","industrie","sonne","erderwaermung","atomkraftwerke","metalle","stadtwerke","kupfer","japanischen","bau","produzieren","tennet","energieeffizienz","wilhelmshaven","willbrandt","grillo","hedegaard","branche","luft","erneuerbare","eegreform","transaktion","  ","opec","landwirtschaft","energie","bundesregierung","ostsee","ausbau","gabriel","planung","gentechnik","kohle","erdgas","russischen","oel","stromer","festspiele","erneuerbaren","betaeubung","netzreserve","mattes","k","feuer","climeworks","agra","ber","strompreise","kilowattstunde"
"42","pflanzen","hersteller","usa","liter","reise","djerba","teurer","minen","bp","brennstoffzelle","vw","bernd","lebensmittel","benzinpreise","cent","millionen","sellmair","discounter","china","wein","erneuerbaren","schaeden","pflanzen","ausstieg","audi","feist","ipcc","menge","energiewirtschaft","tonnen","gas","mengen","verbraucher","anbau","milch","registriert","erwaermung","billiton","solaranlagen","roboter","erdbeben","japans","preise","branche","bau","energieexperte","megawatt","zielerreichung","system","foerderung","rahmenbedingungen","bauern","energiepolitik","erdgas","eon","risiken","indien","bundesregierung","produktion","klimaziele","van","erzeugt","weiden","pro","wettbewerbs","natur","bauern","kohle","prognose","omv","kubikmeter","the","chandrayaan","energie","saudische","tonne","meeresspiegel","tierwohl","hektar","flaeche","sinken","kraftstoffe"
"43","rinderwahnsinn","t","strom","nachfrage","gas","farthmann","deutschland","neuzulassungen","shell","exquisa","reisen","russland","nordsee","deutschland","energie","hersteller","tierfutter","bp","versorger","goldpreis","nigeria","usa","kohle","industrie","piebalgs","kupfer","stand","anstieg","klimawandel","scoville","oekologisch","megawatt","weltweit","mais","sigmar","celsius","stromerzeugung","tonnen","weltweit","bauer","picard","betreiber","atomkraft","jahr","preise","fossile","setzen","rohstoffe","fuhrlaender","branche","emissionshandel","umweltminister","bauern","versorger","sueden","chemikalien","erneuerbare","energie","siemens","eautos","landwirtschaft","strompreis","konert","agenturchefs","venezuela","neue","teuer","innogy","natur","emissionen","kåstrup","fuhren","weintraub","munition","oekologischen","jahr","industrie","green","wasserstoffstrategie","kosten","jahr","bverfg"
"44","landwirtschaftsministerin","industrie","kohlenstoff","volkswagen","windparks","reisebueros","cent","haendler","millionen","steinkohle","gm","deutschland","europa","kartell","anstieg","mio","kohle","handel","ford","usa","pflanzen","globalen","ausstieg","gaspreise","energiekonzerne","versorger","fass","anlagen","traditionellen","rohstoffe","waelder","kopenhagen","gaslieferungen","zloty","klimawandel","duerre","umweltminister","eons","ausbau","smart","pro","cent","kilometer","roettgen","stromerzeugung","kernenergie","gefoerdert","kueste","windreich","investitionen","kohlekraftwerke","co","nordsee","wasser","rohstoff","errichtet","netz","bau","konzerne","kanadas","rwe","oel","verivox","duisburg","betreiber","netz","asiens","marx","probanden","schiff","wachter","erneuerbare","stromnetz","kosten","grad","natur","wissenschaftler","landwirte","pflanzen","hunger","fossilen","dillinger"
"45","rindern","kunden","verminderung","organisation","kunden","reiseveranstalter","vw","fass","gas","tag","opec","australien","landwirtschaft","mainova","reserven","pro","laender","motors","kunden","euro","stoffe","kunden","exxon","mandil","gabriel","autos","liter","co","foerderung","vattenfall","weinberg","kernkraftwerke","terminalbetreiber","bernotats","baeume","osten","enwag","horizon","industrie","verbraucher","netz","abgeschaltet","atomkraftwerke","stream","energieversorgung","decken","jadeweserport","kosten","energy","gefoerdert","pflanzen","jaehrlich","neuanlagen","region","bundeslaender","foerdern","billiton","norwegen","potash","terium","strom","hektar","gigawatt","energieversorgung","erdoel","fleisch","oel","strom","saudische","verkehr","gebe","umwelt","wasser","erneuerbaren","gruene","court","lng","meter","umwelt","bau","klimawandel","hartung"
"46","preis","weltweit","vw","deutschland","gruene","suedafrikanischen","erneuerbare","dollar","cent","dosenpfand","anlagen","suedafrika","energiewirtschaft","brent","hohen","angebot","oelpreis","ag","rwe","kraftwerke","gefluegelfleisch","markt","umwelt","oelkonzerne","netze","investitionen","anlage","ausstoss","neue","umweltminister","borbély","mais","technologien","pro","bau","usa","indien","golf","erneuerbare","kuehe","umweltminister","energieagentur","erdoel","energiewirtschaft","leistung","ausstieg","wind","warnen","buffett","kilometer","vattenfall","hergestellt","umlage","betrieb","gebiet","preis","erdoel","kraftwerken","klimawandel","anlage","rohstoffe","aufstocken","bundesnetzagentur","greenpeace","iea","wind","klima","ausbau","braunlage","karibik","gebaut","landwirtschaft","tepco","minuten","cent","emissionshandel","herstellung","oekologisch","gruenen","kilo","cent","oneil"
"47","strom","energy","handel","rand","erdgas","urlauber","fahrzeuge","rand","mill","konsumenten","gas","chrom","kohle","weltweit","fass","bernotat","anlagen","itm","golf","landwirtschaft","offshorewindparks","russland","branche","schiffe","monopolkommission","heymann","erderwaermung","heraeus","cges","eon","hubold","soja","hersteller","kohle","brasilien","oel","tinto","nord","bohrungen","preis","ausbau","kerkhoff","kernkraft","indien","kraftwerk","solarenergie","subventionen","produzieren","buenting","regen","gigawatt","coemissionen","windkraftanlagen","bestehenden","bekannte","barrel","megawatt","teil","leitungen","gefoerdert","regierung","kapitalerhoehung","erneuerbareenergiengesetzes","kraftwerke","verteilen","argentinien","ausbau","haeufiger","bundesnetzagentur","dguv","oekologischen","umbau","luft","dsd","klimaziele","eegumlage","menge","elektroautos","transformation","besar","baeume","autofahrer"
"48","dollar","gefluegel","iaa","oelpreis","detroit","mill","ltur","marken","pischetsrieder","ford","ford","claassen","mormul","kunden","enbw","werke","rund","agrarpolitik","foerderung","wasser","deutschland","zertifikate","atomausstieg","zahn","preisen","kraftwerken","kernkraftwerke","lagerstaetten","erdoel","atomkraftwerke","meer","grad","ressourcen","aigner","linum","projekt","projekt","energiekonzerne","versorger","klimaschutz","meiler","liter","kohlekraftwerke","klimaschutz","netzbetreiber","projekte","sonne","netz","roesler","zertifikate","deutschland","energieminister","betrieb","energieeffizienz","oelpreis","eon","versorgungssicherheit","regionen","planung","liesse","ziele","klimaschutz","kali","wien","foerderung","russische","region","hafen","netz","barrel","strompreise","kri","israel","energien","gas","birol","mengen","autos","klimawandel","flaechen","investieren","grad"
"49","anbau","gold","liter","lebensmittel","buchungen","vda","opel","laepple","buchen","versorger","industrie","energien","pflanzen","deutschen","foerdergebieten","handel","eiszeit","hersteller","energie","sack","rund","branche","gasversorger","verbraucher","rwe","dahm","kohle","metalle","gentechnisch","kohlekraftwerk","afrika","energie","lippl","stoff","stahl","wissenschaftler","weltweit","kohle","eisenerz","rio","tschernobyl","ausbau","trinkwasser","tokio","loewenstein","umweltminister","klimapolitik","erneuerbare","bau","konventionellen","fracking","fossile","eigenstromerzeugung","kernkraftwerken","grillo","energieagentur","wintershall","rwe","versorger","paris","plaene","victoria","landwirtschaft","ambitionierten","waerme","erneuerbarer","metern","erwaermung","landwirtschaft","ausbau","forscher","sorong","strukturwandel","foerderung","stahlindustrie","holmes","meter","  ","waelder","waeldern","foerderung","pro"
"50","landwirtschaftsministerium","hampel","vda","stahl","handel","graefe","co","lebensmittel","reisebranche","bauern","lebensmittel","geil","pro","suedafrika","neuzulassungen","konsumenten","klimaforscher","rohstoffe","produktion","geschaeftsfuehrer","russland","produktion","gentechnisch","ruhrgas","abhaengigkeit","tol","tonne","preiserhoehung","see","biblis","hersteller","produzenten","erneuerbaren","alternativen","spanien","fuchs","kohle","landwirte","evn","rwe","industrie","rosneft","arktis","weltweiten","hersteller","wind","lkw","gas","umwelt","co","energieversorger","kilowattstunde","reform","versorgungssicherheit","reduzieren","tonnen","gigatonnen","bergbau","trasse","politisch","preisen","d","bitcoin","ernaehren","lebensmittel","tonnac","projekt","goldreserven","wind","blind","energie","hambach","bauern","batterie","kohlendioxid","mariupol","landwirte","australien","gigawatt","ungefaehr","landwirtschaft","eautos"
